index,name,address,city,zip,phone,email,full_address,website,OT,ST,PT,DT,EI,ABA,CBT,Pharmacotherapy,DialecticalBehavioralTherapy,SocialSkillsGroup,InHomeTherapy,OnSiteTherapy,School,Grades,ISBE,Tutoring,Ages,Insurance,Diagnosis,Arts,Dentist,AdultTransitional,Employment,AdultLiving,Business,Sibling,Other,lng,lat,coords
140,ABA of Illinois,4114 N. Water Tower Place Ste. C,Mt. Vernon,62864,618.603.6077,ikhan@abaofillinois.org,"4114 N. Water Tower Place Ste. C Mt. Vernon, IL 62864",http://www.abaofillinois.org/mtvernon.html,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,,,N,ALL AGES,Y,N,N,N,N,N,N,N,,,-88.938717,38.307255,"(38.307255, -88.938717)"
141,ABA of Illinois,8149 Cass Ave.,Darien,60561,630.541.6441,ikhan@abaofillinois.org,"8149 Cass Ave. Darien, IL 60561",http://www.abaofillinois.org/dariencenter.html,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,,n,n,3-18,y,n,n,n,n,N,N,n,,,-87.9728803,41.73994829999999,"(41.73994829999999, -87.9728803)"
142,Holtz Educational Center,8149 Cass Ave.,Darien,60561,630.541.6441,ikhan@abaofillinois.org,"8149 Cass Ave. Darien, IL 60561",http://www.abaofillinois.org/dariencenter.html,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Pre-K-8,y,y,3-15,n,n,n,n,n,N,N,n,,,-87.9728803,41.73994829999999,"(41.73994829999999, -87.9728803)"
143,Total Spectrum LLC,"650 West Grand Avenue, Suite 207",Elmhurst,60126,844.263.1613	info@totalspectrumcare.com,,"650 West Grand Avenue, Suite 207 Elmhurst, IL 60126",http://www.totalspectrumcare.com/,N,N,N,N,N,Y,N,N,N,N,Y,N,N,,,N,2-18,Y,N,N,N,N,N,N,N,,,-87.95993519999999,41.9254891,"(41.9254891, -87.95993519999999)"
144,Chicago Autism & Behavior Specialists,901 W. Hawthorn Dr.,Itasca,60143,800.844.1232,info@autismbehaviorspecialists.com,"901 W. Hawthorn Dr. Itasca, IL 60143",http://www.autismbehaviorspecialists.com/,N,N,N,N,N,Y,N,N,N,Y,Y,Y,Y,PRE-K,,n,,y,N,N,N,N,N,N,N,,,-88.0282376,41.96669199999999,"(41.96669199999999, -88.0282376)"
145,Comprehensive Early Autism Services (CEAS),1845 W. Eddy Street,Chicago,60657,219.730.6674,info@earlyautismservice.com,"1845 W. Eddy Street Chicago, IL 60657",http://autismtherapyindiana.com/,N,N,N,N,N,Y,N,N,N,N,Y,N,N,,,N,2-6 YRS,Y,N,N,N,N,N,N,N,,,-87.67569999999999,41.9457735,"(41.9457735, -87.67569999999999)"
146,Comprehensive Early Autism Services (CEAS),306 N. Kensington Ave.,La Grange Park,60526,312.965.2997,info@earlyautismservice.com,"306 N. Kensington Ave. La Grange Park, IL 60526",http://autismtherapychicago.com/,N,N,N,N,N,Y,N,N,N,N,Y,N,N,,,N,2-6 YRS,Y,N,N,N,N,N,N,N,,,-87.8751131,41.8199605,"(41.8199605, -87.8751131)"
147,GBC ABA,"101 Royce Rd., Ste. 12",Bolingbrook,60440,312.882.1024,info@gbcaba.com,"101 Royce Rd., Ste. 12 Bolingbrook, IL 60440",http://www.gbcaba.com/,N,N,N,N,Y,Y,N,N,N,y,Y,N,N,,,Y,ALL AGES,Y,N,N,N,Y,N,N,N,,,-88.0693865,41.7173453,"(41.7173453, -88.0693865)"
148,Journeys ABA Therapy,?,?,?,773.442.2485,journeysaba@gmail.com,"? ?, IL ?",http://www.journeysaba.com/Welcome.html,N,N,N,N,N,Y,N,N,N,N,Y,N,N,,,N,0-18,Y,N,N,N,N,N,N,N,,,-89.3985283,40.6331249,"(40.6331249, -89.3985283)"
149,JMK Behavior Services,120 W. Eastman St. Suite 102,Arlington Heights,60004,847.873.1505,info@jmkbehavior.org,"120 W. Eastman St. Suite 102 Arlington Heights, IL 60004",http://jmkbehaviorservices.org/,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,,,N,18 MOS AND UP,Y,N,N,N,N,N,N,N,,,-87.9851614,42.0862979,"(42.0862979, -87.9851614)"
150,ABC Behavioral Therapy,,,,630.402.6060,,,http://www.abcbehavioraltherapy.com/,N,N,N,N,N,Y,N,N,N,N,Y,N,N,,,N,2-8 yrs,Y,N,N,N,N,N,N,N,,,,,
151,Blue Light ABA Consultants,1100 E Woodfield Rd. Suite 140,Schaumburg,60173,847.975.2016,info@bluelightabaconsultants.com,"1100 E Woodfield Rd. Suite 140 Schaumburg, IL 60173",www.bluelightabaconsultants.com,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,,,N,All ages,Y,N,N,N,N,N,N,N,,,-88.05304160000001,42.0444847,"(42.0444847, -88.05304160000001)"
152,Early Intervention for Autism,3503 Linneman St.,Glenview,60025,847.915.0164,jenniferm@earlyinterventionforautism.com,"3503 Linneman St. Glenview, IL 60025",http://www.earlyinterventionforautism.com/,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,,,N,0-18YRS,,N,N,N,N,N,N,N,,,-87.84411659999999,42.069168,"(42.069168, -87.84411659999999)"
153,The Place for Children With Autism,401 S. Milwaukee Ave. Ste. 295,Wheeling,60090,224.241.1784,info@theplaceforchildrenwithautism.com,"401 S. Milwaukee Ave. Ste. 295 Wheeling, IL 60090",https://theplaceforchildrenwithautism.com/,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Pre-k,n,n,3-5,y,N,N,N,N,N,N,N,,,-87.9015276,42.1335934,"(42.1335934, -87.9015276)"
154,The Autism Therapy Group,,Chicago,,224.554.9634,info@theautismtherapygroup.com,,http://www.theautismtherapygroup.com/,N,N,N,N,N,Y,N,N,N,N,Y,N,N,,,N,2-22 YRS,Y,N,N,N,N,N,N,N,,,,,
155,Cornerstone Autism Services,8800 Bronx Ave. #100,Skokie,60077,855.855.2712,info@cornerstonesil.com,"8800 Bronx Ave. #100 Skokie, IL 60077",https://www.cornerstonesil.com/,N,N,N,N,N,Y,N,N,N,N,Y,N,N,,,N,2 and up,Y,N,N,N,N,N,N,N,,,,,
156,Guiding Behavior Counseling,,Chicago,,773.726.4832,info@guidingbehavior.com,,http://guidingbehavior.com/,N,N,N,N,N,Y,n,n,n,n,Y,N,N,,,N,All ages,y,N,N,N,Y,N,N,N,,,,,
157,Positive Behavior Connections,"2323 Naperville Rd., Ste. 265",Naperville,60563,331.457.5533,info@connectingbehavior.com,"2323 Naperville Rd., Ste. 265 Naperville, IL 60563",http://www.connectingbehavior.com/,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,,,N,2-12 YRS,Y,N,N,N,N,N,N,N,,,-88.1148757,41.8146207,"(41.8146207, -88.1148757)"
158,Autism Behavior & Childhood Services,,Chicago,,312.420.2093,autismbehaviorchildhoodservice@gmail.com,,http://www.abctherapyforme.com/,N,N,N,N,N,Y,N,N,N,N,Y,N,N,,,N,2 AND UP,Y,N,N,N,N,N,N,N,,,,,
159,"Impacting Autism, LLC","1613 Colonial Pkwy, Ste. 200",Inverness,60067,847.363.2855,services@impactingautism.com,"1613 Colonial Pkwy, Ste. 200 Inverness, IL 60067",http://www.impactingautism.com,N,N,N,N,N,Y,N,N,N,N,Y,N,N,,,N,2-4,y,N,N,N,N,N,N,N,,,-88.0787418,42.08460789999999,"(42.08460789999999, -88.0787418)"
160,Hoover & Associates,16325 S. Harlem Ave. Ste. 200,Tinley Park,60477,708.429.6999,,"16325 S. Harlem Ave. Ste. 200 Tinley Park, IL 60477",https://hoover.associates/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,all ages,Y,Y,N,N,N,N,N,N,,,-87.7923357,41.5942014,"(41.5942014, -87.7923357)"
161,Aspiritech,1893 Sheridan Rd.,Highland Park,60035,312-945-8378,info@aspiritech.org,"1893 Sheridan Rd. Highland Park, IL 60035",http://aspiritech.org/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,18 and up,N,N,N,N,Y,Y,N,N,,,-87.79762009999999,42.1868849,"(42.1868849, -87.79762009999999)"
162,Oak-Leyden Developmental Services,411 Chicago Ave.,Oak Park,60302,708.524.1050,info@oak-leyden.org,"411 Chicago Ave. Oak Park, IL 60302",https://www.oak-leyden.org/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,18 and up,,N,Y,N,Y,Y,Y,N,,,-87.78551780000001,41.894299,"(41.894299, -87.78551780000001)"
163,Leep Forward,1280 W. Washington Blvd.,Chicago,60607,312.624.8750,lorell@leepforward.com,"1280 W. Washington Blvd. Chicago, IL 60607",http://www.leepforward.com/therapeutic-preschool/,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Prek-3,,n,0-18 yrs,Y,N,N,N,N,N,N,N,,,-87.6598242,41.8832113,"(41.8832113, -87.6598242)"
164,Black Bear Academy,1801 W. Byron,Chicago,60613,773.244.0500,info1718@blackbearacademy.com,"1801 W. Byron Chicago, IL 60613",http://www.blackbearacademy.com/,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,Prek-3,,Y,18mos07 yrs,N,N,N,N,N,N,N,N,,,-87.6743711,41.9520387,"(41.9520387, -87.6743711)"
165,Beard Elementary School,6445 W. Strong St. ,Chicago,60656,773.534.1228,kmelton@cps.edu,"6445 W. Strong St.  Chicago, IL 60656",http://www.beard.cps.edu/,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Prek-3,Y,N,3-9,N,N,N,N,N,N,N,N,,,-87.7900097,41.9699424,"(41.9699424, -87.7900097)"
166,Cherry Preschool,1418 Lake Street,Evanston,60201,847.492.1213,office@cherrypreschool.org,"1418 Lake Street Evanston, IL 60201",http://cherrypreschool.org/,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Pre-k,,N,3-5,N,N,N,N,N,N,N,N,,,-87.692983,42.0439409,"(42.0439409, -87.692983)"
167,City Elementary,1100 East Hyde Park Blvd.,Chicago,60615,847.282.0450,info@cityelementary.com,"1100 East Hyde Park Blvd. Chicago, IL 60615",http://www.cityelementary.com/,N,N,N,N,N,N,N,N,N,N,N,Y,Y,K-3rd Grade,Y,n,5-9,N,N,N,N,N,N,N,N,,,-87.5986175,41.8028849,"(41.8028849, -87.5986175)"
168,New Horizon Center,6737 W. Forest Preserve Ave,Chicago,60634,773.286.6226,,"6737 W. Forest Preserve Ave Chicago, IL 60634",http://www.newhorizoncenter.org/,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,pre-k-12,Y,y,all ages,N,N,N,N,Y,N,N,N,,,-87.7957466,41.9586877,"(41.9586877, -87.7957466)"
169,PACCT,7101 N Greenview Ave,Chicago,60626,773.338.9102,learningcenter@pactt.org,"7101 N Greenview Ave Chicago, IL 60626",http://www.pactt.org/learn/,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,6-22 years,Y,Y,6-22,N,N,N,N,Y,Y,Y,N,,,-87.66770679999999,42.011767,"(42.011767, -87.66770679999999)"
170,Rush Day School,2150 W. Harrison St.,Chicago,60612,312.942.6627,,"2150 W. Harrison St. Chicago, IL 60612",https://www.rush.edu/services-treatments/child-and-adolescent-psychiatry-program/rush-day-school-rush-university-medical,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,K-8,Y,Y,6-14,N,N,N,N,N,N,N,N,,,-87.6800717,41.8746624,"(41.8746624, -87.6800717)"
171,The Sonia Shankman Orthogenic School,1365 E. 60th St.,Chicago,60637,773.420.2900,info@oschool.org,"1365 E. 60th St. Chicago, IL 60637",http://orthogenicschool.uchicago.edu/index.html,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,K-12,Y,Y,5 AND UP,N,N,Y,N,N,N,N,N,,,-87.5917814,41.7857468,"(41.7857468, -87.5917814)"
172,Ferst School,6050 N California Ave.,Chicago,60659,773.761.4651 x235,,"6050 N California Ave. Chicago, IL 60659",http://www.anixter.org/find-services/literacy-education-and-professional-training-services/education,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,2-12,Y,Y,7-21,N,N,N,N,N,N,N,N,,,-87.69974839999999,41.9919099,"(41.9919099, -87.69974839999999)"
173,Anixter Center,6610 N. Clark St.,Chicago,60626,773.973.7900,askanixter@anixter.org,"6610 N. Clark St. Chicago, IL 60626",http://www.anixter.org/,N,N,N,N,N,N,N,N,N,Y,N,Y,N,,,N,18 AND UP,N,N,N,N,Y,N,Y,N,,,-87.672214,42.0019952,"(42.0019952, -87.672214)"
174,Brooke Whitted Center & House,6238 S Ellis,Chicago,60637,773.420.2596,info@bw-center.org,"6238 S Ellis Chicago, IL 60637",http://bw-center.org/,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,,,N,18 AND UP,N,N,N,N,Y,N,Y,N,,,-87.6013761,41.7810998,"(41.7810998, -87.6013761)"
175,Brooke Whitted Loft,1323 S. Michigan Ave.,Chicago,60605,773.420.2596,info@bw-center.org,"1323 S. Michigan Ave. Chicago, IL 60605",http://bw-center.org/,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,,,N,18 AND UP,N,N,N,N,Y,N,Y,N,,,-87.62396059999999,41.8650996,"(41.8650996, -87.62396059999999)"
176,Soaring Eagle Academy,800 Parkview Blvd.,Lombard,60148,630.323.2900,school@soaringeagleacademy.org,"800 Parkview Blvd. Lombard, IL 60148",http://soaringeagleacademy.org/index.php,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,PREK-12,Y,Y,3-21,N,N,N,N,N,N,N,N,,,-88.034933,41.8695498,"(41.8695498, -88.034933)"
177,Camelot Therapeutic Day School of Naperville,1220 Bond St. Ste. 136,Naperville,60563,630.355.0200,mgurley@cameloteducation.org,"1220 Bond St. Ste. 136 Naperville, IL 60563",http://cameloteducation.org/our-schools/therapeutic-day-schools,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,K-12,Y,Y,5-21 yrs,N,N,N,N,N,N,N,N,,,-88.2016024,41.7888232,"(41.7888232, -88.2016024)"
178,Camelot Therapeutic Day School of Hoffman Estates,5135 Trillium Blvd.,Hoffman Estates,60192,224.402.7408,aderwin@cameloteducation.org,"5135 Trillium Blvd. Hoffman Estates, IL 60192",http://cameloteducation.org/our-schools/therapeutic-day-schools,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,K-12,Y,Y,6-21 yrs,N,N,N,N,N,N,N,N,,,-88.2081419,42.0785244,"(42.0785244, -88.2081419)"
179,Camelot Therapeutic Day School of Mount Prospect,580 Slawin Ct.,Mount Prospect,60056,224.612.8338,kmoravek@cameloteducation.org,"580 Slawin Ct. Mount Prospect, IL 60056",http://cameloteducation.org/our-schools/therapeutic-day-schools,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,K-12,Y,Y,3-21 yrs,N,N,N,N,N,N,N,N,,,-87.9196139,42.076777,"(42.076777, -87.9196139)"
180,CST Academy,1422 W. Willow St. Ste 103,Chicago,60642,773.620.7800,quinnniego@gmail.com,"1422 W. Willow St. Ste 103 Chicago, IL 60642",www.chicagotherapeuticpreschool.com,Y,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,PRE-K,,N,2-5,Y,N,N,N,N,N,N,N,,,-87.6628611,41.9145142,"(41.9145142, -87.6628611)"
181,New Hope Academy,6289 W. Howard St.,Niles,60714,847.588.0463,juliem@nhaweb.com,"6289 W. Howard St. Niles, IL 60714",http://www.nhaweb.com/,Y,Y,N,N,N,N,Y,N,N,Y,N,Y,Y,6-12,Y,Y,11-21,N,N,N,N,N,N,N,N,,,-87.785117,42.018079,"(42.018079, -87.785117)"
182,Winston Knolls School,2353 Hassell Road Suite 110,Hoffman Estates,60169,847.884.7030,info@winstonknolls-hecampus.org,"2353 Hassell Road Suite 110 Hoffman Estates, IL 60169",http://winstonknolls-hecampus.org/,N,N,N,N,N,N,N,N,N,N,N,Y,Y,PREK-12,Y,Y,3-19 YRS,N,N,N,N,N,N,N,N,,,-88.1362303,42.0611672,"(42.0611672, -88.1362303)"
183,Little City,1760 W. Algonquin Rd.,Palatine,60067,847.358.5510,,"1760 W. Algonquin Rd. Palatine, IL 60067",https://www.littlecity.org/programs/children/dayschool/,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,PREK-12,Y,N,3 AND UP,,N,N,N,Y,Y,Y,N,,,-88.084542,42.0829996,"(42.0829996, -88.084542)"
184,Bridge High School,2318 Wisconsin Ave.,Downers Grove,60515,630.355.6533,info@lilfriends.com,"2318 Wisconsin Ave. Downers Grove, IL 60515",http://littlefriendsinc.org/childrens-services/#third,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,9-12,Y,N,14-21,N,N,N,N,N,N,N,N,,,-88.041857,41.7903732,"(41.7903732, -88.041857)"
185,Blue Cap,2155 Broadway,Blue Island,60406,708.389.8137,jillp@blue-cap.org,"2155 Broadway Blue Island, IL 60406",http://www.blue-cap.org/schoolprogram.html,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,K-12,Y,Y,5-21,N,N,N,N,Y,Y,Y,N,,,-87.675026,41.650337,"(41.650337, -87.675026)"
186,Acacia Academy,6425 Willow Springs Rd.,LaGrange,60525,708.579.5872,info@acaciaacademy.com,"6425 Willow Springs Rd. LaGrange, IL 60525",http://joomla.acaciaacademy.com/index.php?option=com_content&view=featured&Itemid=101,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,1-12,Y,Y,5-22,N,N,N,N,Y,Y,N,N,,,-87.8867891,41.7726005,"(41.7726005, -87.8867891)"
187,Alexander Leigh Center for Autism,620 IL Route 31,Crystal Lake,60012,815.477.2522,,"620 IL Route 31 Crystal Lake, IL 60012",http://alcacenter.org/austism-programs-at-alca,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,PREK-12,Y,Y,3-21,N,N,N,N,N,N,N,N,,,-88.2874293,42.2252143,"(42.2252143, -88.2874293)"
188,Yummy Dental & Orthodontics,3500 N. Lincoln Ave.,Chicago,60657,(773) 281-8100,chicago@yummydental.com,"3500 N. Lincoln Ave. Chicago, IL 60657",http://www.yummydental.com/pediatric-dentistry/special-needs-treatment,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,0-18,Y,N,N,Y,N,N,N,N,,,-87.6728147,41.9452711,"(41.9452711, -87.6728147)"
189,Yummy Dental & Orthodontics,1521 Waukegan Rd.,Glenview,60025,(847) 729-4700,glenview@yummdental.com,"1521 Waukegan Rd. Glenview, IL 60025",http://www.yummydental.com/pediatric-dentistry/special-needs-treatment,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,0-18,Y,N,N,Y,N,N,N,N,,,-87.797033,42.0824974,"(42.0824974, -87.797033)"
190,Algonquin Kids Dentistry,4097 W. Algonquin Rd.,Algonquin,60102,(224) 654-6543,,"4097 W. Algonquin Rd. Algonquin, IL 60102",http://www.algonquinkidsdentistry.com/pediatric-dentistry/special-needs-care/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,0-18,Y,N,N,Y,N,N,N,N,,,-88.36292519999999,42.1756995,"(42.1756995, -88.36292519999999)"
191,All About Dentistry,1845 E. Rand Rd. Ste. 203,Arlington Heights,60004,(847) 870-0475,,"1845 E. Rand Rd. Ste. 203 Arlington Heights, IL 60004",http://www.allaboutkidsdentistry.com/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,0-18,Y,N,N,Y,N,N,N,N,,,-87.9613589,42.0986988,"(42.0986988, -87.9613589)"
192,Every Tooth Counts Pediatric Dental Center,2711 Flossmoor Rd.,Flossmoor,60422,(708) 799-9755,info@everytoothcounts.com,"2711 Flossmoor Rd. Flossmoor, IL 60422",http://www.everytoothcounts.com/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,0-18,N,N,N,Y,N,N,N,N,,,-87.6823678,41.5427916,"(41.5427916, -87.6823678)"
193,Glen Ellyn Pediatric Dentistry,"45 S. Park Blvd., Ste. 105",Glen Ellyn,60137,(630) 858-8755,gepd@babyteeth.net,"45 S. Park Blvd., Ste. 105 Glen Ellyn, IL 60137",http://www.babyteeth.net/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,0-18,Y,N,N,Y,N,N,N,N,,,-88.0611557,41.8579725,"(41.8579725, -88.0611557)"
194,Grove Dental Associates,160 E Boughton Rd.,Bolingbrook,60440,(855) 375-1723,,"160 E Boughton Rd. Bolingbrook, IL 60440",http://www.grovedental.com/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,0-18,Y,N,N,Y,N,N,N,N,,,-88.0667531,41.7126579,"(41.7126579, -88.0667531)"
195,Grove Dental Associates,6800 Main St. 3rd Floor,Downers Grove,60516,(855) 375-1723,,"6800 Main St. 3rd Floor Downers Grove, IL 60516",http://www.grovedental.com/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,0-18,Y,N,N,Y,N,N,N,N,,,-88.0093239,41.7634406,"(41.7634406, -88.0093239)"
196,Grove Dental Associates,2 E. 22nd St. Ste. 201,Lombard,60148,(855) 375-1723,,"2 E. 22nd St. Ste. 201 Lombard, IL 60148",http://www.grovedental.com/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,0-18,Y,N,N,Y,N,N,N,N,,,-88.0158996,41.8468025,"(41.8468025, -88.0158996)"
197,Grove Dental Associates,55 East Loop Rd. Ste. 201,Wheaton,60189,(855) 375-1723,,"55 East Loop Rd. Ste. 201 Wheaton, IL 60189",http://www.grovedental.com/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,0-18,Y,N,N,Y,N,N,N,N,,,-88.10007399999999,41.8331649,"(41.8331649, -88.10007399999999)"
198,Stephen Heany DDS P.C.,64 Orland Square Dr.,Orland Park,60462,(708) 403-3393,,"64 Orland Square Dr. Orland Park, IL 60462",http://www.drheaneypediatricdentistry.com/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,0-18,Y,N,N,Y,N,N,N,N,,,-87.84404599999999,41.6165351,"(41.6165351, -87.84404599999999)"
199,"Treasured Smiles Dentistry, LLC",10313 W. Lincoln Hwy.,Frankfort,60423,(815) 806-1600,mail@treasuredsmilesdentistry.com,"10313 W. Lincoln Hwy. Frankfort, IL 60423",http://www.treasuredsmilesdentistry.com/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,0-18,N,N,N,Y,N,N,N,N,,,-87.867328,41.5045659,"(41.5045659, -87.867328)"
200,"McElroy Pediatric Dentistry, Ltd.",231 S. Gary Ave. Ste. 105,Bloomingdale,60108,(630) 948-8204,,"231 S. Gary Ave. Ste. 105 Bloomingdale, IL 60108",http://www.mcelroydds.com/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,0-18,Y,N,N,Y,N,N,N,N,,,-88.118826,41.944705,"(41.944705, -88.118826)"
201,Orland Park Dentistry for Children,15300 West Ave. #110,Orland Park,60462,(708) 403-3330,,"15300 West Ave. #110 Orland Park, IL 60462",http://www.orlandparkdentistryforchildren.com/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,0-18,Y,N,N,Y,N,N,N,N,,,-87.8650262,41.6114396,"(41.6114396, -87.8650262)"
202,Pediatric Dental Associates P.C.,690 N. IL Route 31,Crystal Lake ,60012,(815) 459-2727,,"690 N. IL Route 31 Crystal Lake , IL 60012",http://www.partnersinoralhealth1.com/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,0-18,Y,N,N,Y,N,N,N,N,,,-88.28762239999999,42.2601608,"(42.2601608, -88.28762239999999)"
203,Pediatric Dental Associates P.C.,"195 N. Arlington Heights Rd, Ste. 150",Buffalo Grove,60089,(847) 537-7695,,"195 N. Arlington Heights Rd, Ste. 150 Buffalo Grove, IL 60089",http://www.partnersinoralhealth1.com/,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,0-18,Y,N,N,Y,N,N,N,N,,,-87.9822105,42.1561119,"(42.1561119, -87.9822105)"
204,"Hubbard Street Dance Program, The Autism Project",1147 W Jackson Blvd,Chicago,60607,312-850-9766,mmodrzejewski@hubbardstreetdance.com,"1147 W Jackson Blvd Chicago, IL 60607",https://www.hubbardstreetdance.com/programs-classes/adaptive-dance-program/the-autism-project-tap/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,5-14,N,N,Y,N,N,N,N,N,,,-87.6566747,41.8775723,"(41.8775723, -87.6566747)"
205,Chicago Blue Dolphins Special Abilities Swim,2222 N. Elston,Chicago,60614,773-342-7250,info@chicagobluedolphins.com,"2222 N. Elston Chicago, IL 60614",http://www.chicagobluedolphins.com/home/kids-swimming-lessons/special-abilities-swim-lessons/#overview,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,ALL AGES,n,N,Y,N,N,N,N,N,,,-87.6732926,41.9218085,"(41.9218085, -87.6732926)"
206,Lenny Krayzelburg Swim Academy,5200 S Hyde Park Blvd ,Chicago,60615,773-753-3080,,"5200 S Hyde Park Blvd  Chicago, IL 60615",https://www.jccchicago.org/programs/aquatics-sports/aquatics/lenny-krayzelburg-swim-academy/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,ALL AGES,n,N,Y,N,N,N,N,N,,,-87.5850727,41.8008548,"(41.8008548, -87.5850727)"
207,Lenny Krayzelburg Swim Academy,5050 Church St.,Skokie,60077,847-763-3500,,"5050 Church St. Skokie, IL 60077",https://www.jccchicago.org/programs/aquatics-sports/aquatics/lenny-krayzelburg-swim-academy/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,ALL AGES,n,N,Y,N,N,N,N,N,,,-87.75380589999999,42.0495501,"(42.0495501, -87.75380589999999)"
208,Lenny Krayzelburg Swim Academy,3003 W. Touhy Ave,Chicago,60645,773-761-9100,,"3003 W. Touhy Ave Chicago, IL 60645",https://www.jccchicago.org/programs/aquatics-sports/aquatics/lenny-krayzelburg-swim-academy/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,ALL AGES,n,N,Y,N,N,N,N,N,,,-87.70561599999999,42.0110219,"(42.0110219, -87.70561599999999)"
209,Lenny Krayzelburg Swim Academy,300 Rever Dr.,Northbrook,60062,224-406-9200,,"300 Rever Dr. Northbrook, IL 60062",https://www.jccchicago.org/programs/aquatics-sports/aquatics/lenny-krayzelburg-swim-academy/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,ALL AGES,n,N,Y,N,N,N,N,N,,,-87.80292109999999,42.1466473,"(42.1466473, -87.80292109999999)"
210,"Second City, Improv for ASD",230 W. North Ave,Chicago,60614,(312)664-3959,,"230 W. North Ave Chicago, IL 60614",http://www.secondcity.com/classes/chicago/improv-for-asd/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,18 AND UP,n,N,Y,N,Y,N,N,N,,,-87.6354683,41.9114358,"(41.9114358, -87.6354683)"
211,Metropolis Performing Arts Center,111 W. Campbel St.,Arlington Heigths,60005,847.577.5982,,"111 W. Campbel St. Arlington Heigths, IL 60005",http://www.metropolisarts.com/sopa_community_engagement.php,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,13 and up,N,N,Y,N,N,N,N,N,,"Flourish in the Footlights for young adults with special needs, and Clearbrook on Cue, for adults with special needs",-87.98477299999999,42.0827359,"(42.0827359, -87.98477299999999)"
212,"Chicago Children's Theatre, Camp Red Kite",100 S. Racine. Ave,Chicago,60607,773.226.0180,info@chicagochildrenstheatre.org,"100 S. Racine. Ave Chicago, IL 60607",http://chicagochildrenstheatre.org/campredkite/,N,N,N,N,N,N,N,N,N,N,N,Y,N,,,N,8-22,N,N,Y,N,N,N,N,N,,,-87.6574579,41.8801368,"(41.8801368, -87.6574579)"
